dataset,build,leaf_id,leaf_n,leaf_depth,method,t,length,f1,precision,recall,coverage,clauses_json
Digits (Low),4,10,42,3,db,0.9,6,0.7714285714285715,0.9642857142857143,0.6428571428571429,0.028,
Digits (Low),4,10,42,3,db,0.8,5,0.7567567567567567,0.875,0.6666666666666666,0.032,
Digits (Low),4,11,31,3,threshold,1.0,64,0.9538461538461539,0.9117647058823529,1.0,0.034,
Digits (Low),4,11,31,3,threshold,0.95,64,0.27777777777777773,1.0,0.16129032258064516,0.005,
Digits (Low),4,11,31,3,threshold,0.9,64,0.2285714285714286,1.0,0.12903225806451613,0.004,
Digits (Low),4,11,31,3,threshold,0.8,64,0.0,0.0,0.0,0.0,
Digits (Low),4,11,31,3,db,1.0,14,0.9538461538461539,0.9117647058823529,1.0,0.034,"[{""feature"": ""px_0"", ""sel_min"": 0.0, ""sel_max"": 0.0, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_1"", ""sel_min"": -0.33431749057775806, ""sel_max"": 1.7883332432492773, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_2"", ""sel_min"": -0.4635476482096397, ""sel_max"": 1.8384948485425214, ""in_predicate"": true, ""step"": 11}, {""feature"": ""px_3"", ""sel_min"": -0.4312501914673043, ""sel_max"": 0.9719499976887839, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_4"", ""sel_min"": -2.252661002160362, ""sel_max"": 0.9859150945992468, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_5"", ""sel_min"": -1.0031136230617463, ""sel_max"": 0.7411284619004277, ""in_predicate"": true, ""step"": 8}, {""feature"": ""px_6"", ""sel_min"": -0.41247288719269865, ""sel_max"": -0.41247288719269865, ""in_predicate"": true, ""step"": 12}, {""feature"": ""px_7"", ""sel_min"": -0.1258183890806929, ""sel_max"": -0.1258183890806929, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_8"", ""sel_min"": -0.060108292477564565, ""sel_max"": -0.060108292477564565, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_9"", ""sel_min"": -0.6230011096496136, ""sel_max"": 3.0927112739464913, ""in_predicate"": true, ""step"": 10}, {""feature"": ""px_10"", ""sel_min"": -0.7903464789530352, ""sel_max"": 1.0605820431852206, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_11"", ""sel_min"": -2.2715049466146553, ""sel_max"": 1.0055524616630631, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_12"", ""sel_min"": -0.24964312199942418, ""sel_max"": 1.1898147478489849, ""in_predicate"": true, ""step"": 4}, {""feature"": ""px_13"", ""sel_min"": -1.3572143840217996, ""sel_max"": 1.2923012509646323, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_14"", ""sel_min"": -0.5107750740263616, ""sel_max"": -0.22811039553916643, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_15"", ""sel_min"": -0.1393466028583235, ""sel_max"": -0.1393466028583235, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_16"", ""sel_min"": -0.03163859985841663, ""sel_max"": -0.03163859985841663, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_17"", ""sel_min"": -0.7446221824635829, ""sel_max"": 1.2970367588780076, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_18"", ""sel_min"": -1.7875857444642873, ""sel_max"": 0.8852398303926016, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_19"", ""sel_min"": -1.2263546079912466, ""sel_max"": 1.0314856276533089, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_20"", ""sel_min"": -0.34783733692899327, ""sel_max"": 1.4170199998878545, ""in_predicate"": true, ""step"": 1}, {""feature"": ""px_21"", ""sel_min"": -1.2818733844310577, ""sel_max"": 1.1483719096116454, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_22"", ""sel_min"": -0.5508426310236226, ""sel_max"": -0.2422473195257948, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_23"", ""sel_min"": -0.11366398535665759, ""sel_max"": -0.11366398535665759, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_24"", ""sel_min"": -0.03163859985841663, ""sel_max"": -0.03163859985841663, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_25"", ""sel_min"": -0.7993237687126267, ""sel_max"": -0.148938277489985, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_26"", ""sel_min"": -1.480772372356395, ""sel_max"": 0.775765476015166, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_27"", ""sel_min"": -0.2816854661839888, ""sel_max"": 1.2391118917379664, ""in_predicate"": true, ""step"": 5}, {""feature"": ""px_28"", ""sel_min"": -1.6127789635376013, ""sel_max"": 0.9840272573139256, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_29"", ""sel_min"": -1.3052865933986821, ""sel_max"": 0.7589515616862131, ""in_predicate"": true, ""step"": 2}, {""feature"": ""px_30"", ""sel_min"": -0.6101458896068521, ""sel_max"": -0.3300054444246427, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_31"", ""sel_min"": -0.04476614810358452, ""sel_max"": -0.04476614810358452, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_32"", ""sel_min"": 0.0, ""sel_max"": 0.0, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_33"", ""sel_min"": -0.6733145294417195, ""sel_max"": -0.3940467859984514, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_34"", ""sel_min"": -1.2027247136648358, ""sel_max"": 0.06563775790367013, ""in_predicate"": true, ""step"": 9}, {""feature"": ""px_35"", ""sel_min"": -1.4038390119531856, ""sel_max"": 1.1148225928069593, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_36"", ""sel_min"": -1.2183618009741326, ""sel_max"": 0.967794639697189, ""in_predicate"": true, ""step"": 6}, {""feature"": ""px_37"", ""sel_min"": -0.31253371220535264, ""sel_max"": 1.2178272289525227, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_38"", ""sel_min"": -0.8168380311654114, ""sel_max"": 1.4388417235198807, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_39"", ""sel_min"": 0.0, ""sel_max"": 0.0, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_40"", ""sel_min"": -0.062226023617145014, ""sel_max"": -0.062226023617145014, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_41"", ""sel_min"": -0.532244514778686, ""sel_max"": 1.456215689873939, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_42"", ""sel_min"": -1.059089681376685, ""sel_max"": 1.2211378513705917, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_43"", ""sel_min"": -1.1053972569370822, ""sel_max"": -0.3379734462337483, ""in_predicate"": true, ""step"": 0}, {""feature"": ""px_44"", ""sel_min"": -1.233020307342996, ""sel_max"": 0.522055181887459, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_45"", ""sel_min"": 0.11677829050453016, ""sel_max"": 1.3647905554384416, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_46"", ""sel_min"": -0.5770433320096593, ""sel_max"": 2.651816239587156, ""in_predicate"": true, ""step"": 3}, {""feature"": ""px_47"", ""sel_min"": -0.0947211184463006, ""sel_max"": -0.0947211184463006, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_48"", ""sel_min"": -0.04476614810358452, ""sel_max"": -0.04476614810358452, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_49"", ""sel_min"": -0.39734028256366943, ""sel_max"": 5.949948576280891, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_50"", ""sel_min"": -1.2923932919163161, ""sel_max"": 1.488816213216308, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_51"", ""sel_min"": -1.8073514378936848, ""sel_max"": 0.5008879463894373, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_52"", ""sel_min"": -1.6097870169322797, ""sel_max"": 1.2144007320717196, ""in_predicate"": true, ""step"": 13}, {""feature"": ""px_53"", ""sel_min"": 0.21006483067629517, ""sel_max"": 1.2056327485734286, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_54"", ""sel_min"": -0.7594324529369741, ""sel_max"": 2.0704994983852614, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_55"", ""sel_min"": -0.2162686861046798, ""sel_max"": -0.2162686861046798, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_56"", ""sel_min"": 0.0, ""sel_max"": 0.0, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_57"", ""sel_min"": -0.29450801490718426, ""sel_max"": 1.7296020531834293, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_58"", ""sel_min"": -0.49978252218301966, ""sel_max"": 2.0175258034191716, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_59"", ""sel_min"": -0.9311889567058813, ""sel_max"": 0.8915445039369009, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_60"", ""sel_min"": -1.6458341529687115, ""sel_max"": 0.873942554817017, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_61"", ""sel_min"": -1.1414114219835725, ""sel_max"": 1.4174245262683465, ""in_predicate"": true, ""step"": 7}, {""feature"": ""px_62"", ""sel_min"": -0.5095407464041452, ""sel_max"": 0.9602883297616581, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_63"", ""sel_min"": -0.19192727319808525, ""sel_max"": -0.19192727319808525, ""in_predicate"": false, ""step"": null}]"
Digits (Low),4,11,31,3,db,0.95,8,0.8135593220338982,0.8571428571428571,0.7741935483870968,0.028,"[{""feature"": ""px_0"", ""sel_min"": 0.0, ""sel_max"": 0.0, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_1"", ""sel_min"": -0.33431749057775806, ""sel_max"": 1.7883332432492773, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_2"", ""sel_min"": -0.2637836298964355, ""sel_max"": 1.7243439809349759, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_3"", ""sel_min"": 0.3872832522070808, ""sel_max"": 0.9719499976887839, ""in_predicate"": true, ""step"": 3}, {""feature"": ""px_4"", ""sel_min"": -1.6247737997273757, ""sel_max"": 0.9859150945992468, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_5"", ""sel_min"": -1.0031136230617463, ""sel_max"": 0.5667042534042103, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_6"", ""sel_min"": -0.41247288719269865, ""sel_max"": -0.41247288719269865, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_7"", ""sel_min"": -0.1258183890806929, ""sel_max"": -0.1258183890806929, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_8"", ""sel_min"": -0.060108292477564565, ""sel_max"": -0.060108292477564565, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_9"", ""sel_min"": -0.6230011096496136, ""sel_max"": 3.015300599288239, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_10"", ""sel_min"": -0.35537827625054486, ""sel_max"": 1.0605820431852206, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_11"", ""sel_min"": -2.2715049466146553, ""sel_max"": 1.0055524616630631, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_12"", ""sel_min"": -0.19088973955663172, ""sel_max"": 1.1898147478489849, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_13"", ""sel_min"": -1.3572143840217996, ""sel_max"": 0.9611117965913283, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_14"", ""sel_min"": -0.5107750740263616, ""sel_max"": -0.369442734782764, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_15"", ""sel_min"": -0.1393466028583235, ""sel_max"": -0.1393466028583235, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_16"", ""sel_min"": -0.03163859985841663, ""sel_max"": -0.03163859985841663, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_17"", ""sel_min"": -0.7446221824635829, ""sel_max"": 0.7137056327804103, ""in_predicate"": true, ""step"": 5}, {""feature"": ""px_18"", ""sel_min"": -1.7875857444642873, ""sel_max"": 0.7783268073983257, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_19"", ""sel_min"": -1.2263546079912466, ""sel_max"": 0.7108455941889933, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_20"", ""sel_min"": -0.1873957608547344, ""sel_max"": 1.4170199998878545, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_21"", ""sel_min"": -1.2818733844310577, ""sel_max"": 0.5003064978669245, ""in_predicate"": true, ""step"": 2}, {""feature"": ""px_22"", ""sel_min"": -0.5508426310236226, ""sel_max"": -0.5508426310236226, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_23"", ""sel_min"": -0.11366398535665759, ""sel_max"": -0.11366398535665759, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_24"", ""sel_min"": -0.03163859985841663, ""sel_max"": -0.03163859985841663, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_25"", ""sel_min"": -0.7993237687126267, ""sel_max"": -0.47413102310130584, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_26"", ""sel_min"": -1.480772372356395, ""sel_max"": -0.030140898403248607, ""in_predicate"": true, ""step"": 1}, {""feature"": ""px_27"", ""sel_min"": -0.11270798197043821, ""sel_max"": 1.2391118917379664, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_28"", ""sel_min"": -0.31437585311183786, ""sel_max"": 0.9840272573139256, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_29"", ""sel_min"": -1.3052865933986821, ""sel_max"": 0.7589515616862131, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_30"", ""sel_min"": -0.6101458896068521, ""sel_max"": -0.6101458896068521, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_31"", ""sel_min"": -0.04476614810358452, ""sel_max"": -0.04476614810358452, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_32"", ""sel_min"": 0.0, ""sel_max"": 0.0, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_33"", ""sel_min"": -0.6733145294417195, ""sel_max"": -0.6733145294417195, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_34"", ""sel_min"": -1.2027247136648358, ""sel_max"": -0.08299846923326587, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_35"", ""sel_min"": -1.4038390119531856, ""sel_max"": 1.1148225928069593, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_36"", ""sel_min"": -1.2118938825106078, ""sel_max"": 0.967794639697189, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_37"", ""sel_min"": 0.14090656665624043, ""sel_max"": 1.2178272289525227, ""in_predicate"": true, ""step"": 4}, {""feature"": ""px_38"", ""sel_min"": -0.8168380311654114, ""sel_max"": 1.403596727352922, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_39"", ""sel_min"": 0.0, ""sel_max"": 0.0, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_40"", ""sel_min"": -0.062226023617145014, ""sel_max"": -0.062226023617145014, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_41"", ""sel_min"": -0.532244514778686, ""sel_max"": 0.7933956216563973, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_42"", ""sel_min"": -1.059089681376685, ""sel_max"": 0.46106200712149936, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_43"", ""sel_min"": -1.1053972569370822, ""sel_max"": -0.5682005894447485, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_44"", ""sel_min"": -1.233020307342996, ""sel_max"": -0.27570640412638414, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_45"", ""sel_min"": 0.12951310953446823, ""sel_max"": 1.3647905554384416, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_46"", ""sel_min"": -0.23109409219571453, ""sel_max"": 1.959917759959267, ""in_predicate"": true, ""step"": 0}, {""feature"": ""px_47"", ""sel_min"": -0.0947211184463006, ""sel_max"": -0.0947211184463006, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_48"", ""sel_min"": -0.04476614810358452, ""sel_max"": -0.04476614810358452, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_49"", ""sel_min"": -0.39734028256366943, ""sel_max"": 3.0936685898008385, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_50"", ""sel_min"": -0.9447421037747381, ""sel_max"": 1.488816213216308, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_51"", ""sel_min"": -1.6390423161230405, ""sel_max"": 0.5008879463894373, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_52"", ""sel_min"": -1.4779915886454262, ""sel_max"": 1.2144007320717196, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_53"", ""sel_min"": 0.4174748135715315, ""sel_max"": 1.2056327485734286, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_54"", ""sel_min"": -0.6294865980293204, ""sel_max"": 1.7239772186315179, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_55"", ""sel_min"": -0.2162686861046798, ""sel_max"": -0.2162686861046798, ""in_predicate"": true, ""step"": 6}, {""feature"": ""px_56"", ""sel_min"": 0.0, ""sel_max"": 0.0, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_57"", ""sel_min"": -0.29450801490718426, ""sel_max"": 0.7175470191381226, ""in_predicate"": true, ""step"": 7}, {""feature"": ""px_58"", ""sel_min"": -0.34338170905388943, ""sel_max"": 2.0175258034191716, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_59"", ""sel_min"": 0.094098614905684, ""sel_max"": 0.8915445039369009, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_60"", ""sel_min"": -0.7271655615884978, ""sel_max"": 0.873942554817017, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_61"", ""sel_min"": -1.1414114219835725, ""sel_max"": 1.4174245262683465, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_62"", ""sel_min"": -0.5095407464041452, ""sel_max"": 0.10288803533160622, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_63"", ""sel_min"": -0.19192727319808525, ""sel_max"": -0.19192727319808525, ""in_predicate"": false, ""step"": null}]"
Digits (Low),4,11,31,3,db,0.9,7,0.7924528301886793,0.9545454545454546,0.6774193548387096,0.022,
Digits (Low),4,11,31,3,db,0.8,6,0.6923076923076923,0.8571428571428571,0.5806451612903226,0.021,
Digits (Low),4,12,54,1,threshold,1.0,64,0.972972972972973,0.9473684210526315,1.0,0.057,
Digits (Low),4,12,54,1,threshold,0.95,64,0.56,1.0,0.3888888888888889,0.021,
Digits (Low),4,12,54,1,threshold,0.9,64,0.3384615384615384,1.0,0.2037037037037037,0.011,
Digits (Low),4,12,54,1,threshold,0.8,64,0.03636363636363636,1.0,0.018518518518518517,0.001,
Digits (Low),4,12,54,1,db,1.0,12,0.972972972972973,0.9473684210526315,1.0,0.057,"[{""feature"": ""px_0"", ""sel_min"": 0.0, ""sel_max"": 0.0, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_1"", ""sel_min"": -0.33431749057775806, ""sel_max"": -0.33431749057775806, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_2"", ""sel_min"": -1.0913774200511381, ""sel_max"": -0.8821008294373053, ""in_predicate"": true, ""step"": 5}, {""feature"": ""px_3"", ""sel_min"": -2.769917173394118, ""sel_max"": 0.036483204918058426, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_4"", ""sel_min"": -2.0213341381061043, ""sel_max"": 0.9859150945992468, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_5"", ""sel_min"": -0.4798409975730941, ""sel_max"": 1.787673712877732, ""in_predicate"": true, ""step"": 2}, {""feature"": ""px_6"", ""sel_min"": -0.41247288719269865, ""sel_max"": 4.376762377744296, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_7"", ""sel_min"": -0.1258183890806929, ""sel_max"": 1.855573564945967, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_8"", ""sel_min"": -0.060108292477564565, ""sel_max"": -0.060108292477564565, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_9"", ""sel_min"": -0.6230011096496136, ""sel_max"": 0.30592698624941267, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_10"", ""sel_min"": -1.9009035922359887, ""sel_max"": 0.6903963387575696, ""in_predicate"": true, ""step"": 8}, {""feature"": ""px_11"", ""sel_min"": -3.0277489639095134, ""sel_max"": 1.0055524616630631, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_12"", ""sel_min"": -0.8665536376487424, ""sel_max"": 1.1898147478489849, ""in_predicate"": true, ""step"": 6}, {""feature"": ""px_13"", ""sel_min"": -1.1916196568351478, ""sel_max"": 1.2923012509646323, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_14"", ""sel_min"": -0.5107750740263616, ""sel_max"": 4.01185978176876, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_15"", ""sel_min"": -0.1393466028583235, ""sel_max"": 1.0218750876277058, ""in_predicate"": true, ""step"": 4}, {""feature"": ""px_16"", ""sel_min"": -0.03163859985841663, ""sel_max"": -0.03163859985841663, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_17"", ""sel_min"": -0.7446221824635829, ""sel_max"": 3.338695700219598, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_18"", ""sel_min"": -1.7875857444642873, ""sel_max"": 1.0634282020497277, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_19"", ""sel_min"": -1.0526745898647425, ""sel_max"": 1.5525256820328217, ""in_predicate"": true, ""step"": 9}, {""feature"": ""px_20"", ""sel_min"": -1.1500452173002877, ""sel_max"": 1.4170199998878545, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_21"", ""sel_min"": -1.2818733844310577, ""sel_max"": 1.3103882625478256, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_22"", ""sel_min"": -0.5508426310236226, ""sel_max"": 3.460896418448139, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_23"", ""sel_min"": -0.11366398535665759, ""sel_max"": -0.11366398535665759, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_24"", ""sel_min"": -0.03163859985841663, ""sel_max"": 31.606961258558215, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_25"", ""sel_min"": -0.7993237687126267, ""sel_max"": 4.078567415457186, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_26"", ""sel_min"": -1.480772372356395, ""sel_max"": 1.0981280257825319, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_27"", ""sel_min"": -1.4645278556788428, ""sel_max"": 1.2391118917379664, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_28"", ""sel_min"": -1.6127789635376013, ""sel_max"": 0.9840272573139256, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_29"", ""sel_min"": -1.1332667471416074, ""sel_max"": 1.4470309467145113, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_30"", ""sel_min"": -0.6101458896068521, ""sel_max"": 1.9111181170330327, ""in_predicate"": true, ""step"": 7}, {""feature"": ""px_31"", ""sel_min"": -0.04476614810358452, ""sel_max"": -0.04476614810358452, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_32"", ""sel_min"": 0.0, ""sel_max"": 0.0, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_33"", ""sel_min"": -0.6733145294417195, ""sel_max"": 1.5608274181044257, ""in_predicate"": true, ""step"": 3}, {""feature"": ""px_34"", ""sel_min"": -1.2027247136648358, ""sel_max"": 1.334000229472176, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_35"", ""sel_min"": -1.4038390119531856, ""sel_max"": 1.1148225928069593, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_36"", ""sel_min"": -1.5546935610774129, ""sel_max"": 0.967794639697189, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_37"", ""sel_min"": -1.5028144442170335, ""sel_max"": 1.2178272289525227, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_38"", ""sel_min"": -0.8168380311654114, ""sel_max"": 1.1568817541842191, ""in_predicate"": true, ""step"": 10}, {""feature"": ""px_39"", ""sel_min"": 0.0, ""sel_max"": 0.0, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_40"", ""sel_min"": -0.062226023617145014, ""sel_max"": -0.062226023617145014, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_41"", ""sel_min"": -0.532244514778686, ""sel_max"": 1.456215689873939, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_42"", ""sel_min"": -1.059089681376685, ""sel_max"": 1.37315302022041, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_43"", ""sel_min"": -1.1053972569370822, ""sel_max"": 0.8899046508915861, ""in_predicate"": true, ""step"": 11}, {""feature"": ""px_44"", ""sel_min"": -0.75436335573469, ""sel_max"": 1.3198167679013022, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_45"", ""sel_min"": -1.4878089072676417, ""sel_max"": 1.3647905554384416, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_46"", ""sel_min"": -0.8076761585522889, ""sel_max"": 0.8067536272461185, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_47"", ""sel_min"": -0.0947211184463006, ""sel_max"": -0.0947211184463006, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_48"", ""sel_min"": -0.04476614810358452, ""sel_max"": -0.04476614810358452, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_49"", ""sel_min"": -0.39734028256366943, ""sel_max"": -0.39734028256366943, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_50"", ""sel_min"": -1.2923932919163161, ""sel_max"": -1.2923932919163161, ""in_predicate"": true, ""step"": 0}, {""feature"": ""px_51"", ""sel_min"": -1.8073514378936848, ""sel_max"": 1.0779477924602179, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_52"", ""sel_min"": -0.8566702838645466, ""sel_max"": 1.2144007320717196, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_53"", ""sel_min"": -1.4492150324855941, ""sel_max"": 1.2056327485734286, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_54"", ""sel_min"": -0.7594324529369741, ""sel_max"": 0.8576715192471603, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_55"", ""sel_min"": -0.2162686861046798, ""sel_max"": -0.2162686861046798, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_56"", ""sel_min"": 0.0, ""sel_max"": 0.0, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_57"", ""sel_min"": -0.29450801490718426, ""sel_max"": -0.29450801490718426, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_58"", ""sel_min"": -1.0806998280912177, ""sel_max"": -1.0806998280912177, ""in_predicate"": true, ""step"": 1}, {""feature"": ""px_59"", ""sel_min"": -2.7539224173486634, ""sel_max"": 0.20801945619585757, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_60"", ""sel_min"": -1.6458341529687115, ""sel_max"": 0.873942554817017, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_61"", ""sel_min"": -1.1414114219835725, ""sel_max"": 1.588013589485141, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_62"", ""sel_min"": -0.5095407464041452, ""sel_max"": 1.450231355150259, ""in_predicate"": false, ""step"": null}, {""feature"": ""px_63"", ""sel_min"": -0.19192727319808525, ""sel_max"": -0.19192727319808525, ""in_predicate"": false, ""step"": null}]"
